region,clinic_visit_week,lag_start,lag_end,rainfall_lagged_mm
Mwanza,2022-10-22,2022-09-10,2022-10-08,37.27
Mwanza,2022-10-29,2022-09-17,2022-10-15,28.88
Mwanza,2022-11-05,2022-09-24,2022-10-22,44.98
Mwanza,2022-11-12,2022-10-01,2022-10-29,31.81
Mwanza,2022-11-19,2022-10-08,2022-11-05,44.8
Mwanza,2022-11-26,2022-10-15,2022-11-12,82.46
Mwanza,2022-12-03,2022-10-22,2022-11-19,147.79
Mwanza,2022-12-10,2022-10-29,2022-11-26,176.96
Mwanza,2022-12-17,2022-11-05,2022-12-03,203.28
Mwanza,2022-12-24,2022-11-12,2022-12-10,182.57
Mwanza,2022-12-31,2022-11-19,2022-12-17,144.4
Mwanza,2023-01-07,2022-11-26,2022-12-24,131.7
Mwanza,2023-01-14,2022-12-03,2022-12-31,156.67
Mwanza,2023-01-21,2022-12-10,2023-01-07,137.61
Mwanza,2023-01-28,2022-12-17,2023-01-14,126.29
Mwanza,2023-02-04,2022-12-24,2023-01-21,115.62
Mwanza,2023-02-11,2022-12-31,2023-01-28,83.99
Mwanza,2023-02-18,2023-01-07,2023-02-04,91.03
Mwanza,2023-02-25,2023-01-14,2023-02-11,80.12
Mwanza,2023-03-04,2023-01-21,2023-02-18,81.89
Mwanza,2023-03-11,2023-01-28,2023-02-25,53.35
Mwanza,2023-03-18,2023-02-04,2023-03-04,96.15
Mwanza,2023-03-25,2023-02-11,2023-03-11,76.83
Mwanza,2023-04-01,2023-02-18,2023-03-18,134.69
Mwanza,2023-04-08,2023-02-25,2023-03-25,253.68
Mwanza,2023-04-15,2023-03-04,2023-04-01,281.28
Mwanza,2023-04-22,2023-03-11,2023-04-08,338.9
Mwanza,2023-04-29,2023-03-18,2023-04-15,291.02
Mwanza,2023-05-06,2023-03-25,2023-04-22,195.22
Mwanza,2023-05-13,2023-04-01,2023-04-29,199.02
Mwanza,2023-05-20,2023-04-08,2023-05-06,197.99
Mwanza,2023-05-27,2023-04-15,2023-05-13,193.13
Mwanza,2023-06-03,2023-04-22,2023-05-20,160.4
Mwanza,2023-06-10,2023-04-29,2023-05-27,82.48
Mwanza,2023-06-17,2023-05-06,2023-06-03,23.66
Mwanza,2023-06-24,2023-05-13,2023-06-10,9.05
Mwanza,2023-07-01,2023-05-20,2023-06-17,33.9
Mwanza,2023-07-08,2023-05-27,2023-06-24,38.9
Mwanza,2023-07-15,2023-06-03,2023-07-01,38.25
Mwanza,2023-07-22,2023-06-10,2023-07-08,38.25
Mwanza,2023-07-29,2023-06-17,2023-07-15,12.9
Mwanza,2023-08-05,2023-06-24,2023-07-22,4.04
Mwanza,2023-08-12,2023-07-01,2023-07-29,1.22
Mwanza,2023-08-19,2023-07-08,2023-08-05,0.51
Mwanza,2023-08-26,2023-07-15,2023-08-12,1.29
Mwanza,2023-09-02,2023-07-22,2023-08-19,1.75
Mwanza,2023-09-09,2023-07-29,2023-08-26,1.74
Mwanza,2023-09-16,2023-08-05,2023-09-02,1.87
Mwanza,2023-09-23,2023-08-12,2023-09-09,20.89
Mwanza,2023-09-30,2023-08-19,2023-09-16,53.23
Mwanza,2023-10-07,2023-08-26,2023-09-23,95.36
Mwanza,2023-10-14,2023-09-02,2023-09-30,121.15
Mwanza,2023-10-21,2023-09-09,2023-10-07,109.47
Mwanza,2023-10-28,2023-09-16,2023-10-14,93.77
Mwanza,2023-11-04,2023-09-23,2023-10-21,85.14
Mwanza,2023-11-11,2023-09-30,2023-10-28,72.0
Mwanza,2023-11-18,2023-10-07,2023-11-04,143.95
Mwanza,2023-11-25,2023-10-14,2023-11-11,183.1
Mwanza,2023-12-02,2023-10-21,2023-11-18,194.91
Mwanza,2023-12-09,2023-10-28,2023-11-25,258.44
Mwanza,2023-12-16,2023-11-04,2023-12-02,284.37
Mwanza,2023-12-23,2023-11-11,2023-12-09,302.34
Mwanza,2023-12-30,2023-11-18,2023-12-16,322.46
Pwani,2022-01-01,2021-11-20,2021-12-18,182.65
Pwani,2022-01-08,2021-11-27,2021-12-25,191.23
Pwani,2022-01-15,2021-12-04,2022-01-01,143.06
Pwani,2022-01-22,2021-12-11,2022-01-08,61.95
Pwani,2022-01-29,2021-12-18,2022-01-15,42.63
Pwani,2022-02-05,2021-12-25,2022-01-22,124.67
Pwani,2022-02-12,2022-01-01,2022-01-29,172.89
Pwani,2022-02-19,2022-01-08,2022-02-05,202.69
Pwani,2022-02-26,2022-01-15,2022-02-12,236.75
Pwani,2022-03-05,2022-01-22,2022-02-19,184.74
Pwani,2022-03-12,2022-01-29,2022-02-26,152.71
Pwani,2022-03-19,2022-02-05,2022-03-05,122.92
Pwani,2022-03-26,2022-02-12,2022-03-12,85.35
Pwani,2022-04-02,2022-02-19,2022-03-19,44.55
Pwani,2022-04-09,2022-02-26,2022-03-26,64.22
Pwani,2022-04-16,2022-03-05,2022-04-02,92.32
Pwani,2022-04-23,2022-03-12,2022-04-09,92.62
Pwani,2022-04-30,2022-03-19,2022-04-16,137.73
Pwani,2022-05-07,2022-03-26,2022-04-23,159.45
Pwani,2022-05-14,2022-04-02,2022-04-30,205.18
Pwani,2022-05-21,2022-04-09,2022-05-07,232.05
Pwani,2022-05-28,2022-04-16,2022-05-14,195.29
Pwani,2022-06-04,2022-04-23,2022-05-21,130.28
Pwani,2022-06-11,2022-04-30,2022-05-28,65.99
Pwani,2022-06-18,2022-05-07,2022-06-04,44.34
Pwani,2022-06-25,2022-05-14,2022-06-11,42.41
Pwani,2022-07-02,2022-05-21,2022-06-18,31.35
Pwani,2022-07-09,2022-05-28,2022-06-25,18.38
Pwani,2022-07-16,2022-06-04,2022-07-02,14.88
Pwani,2022-07-23,2022-06-11,2022-07-09,10.33
Pwani,2022-07-30,2022-06-18,2022-07-16,13.1
Pwani,2022-08-06,2022-06-25,2022-07-23,21.16
Pwani,2022-08-13,2022-07-02,2022-07-30,21.81
Pwani,2022-08-20,2022-07-09,2022-08-06,20.94
Pwani,2022-08-27,2022-07-16,2022-08-13,19.68
Pwani,2022-09-03,2022-07-23,2022-08-20,13.11
Pwani,2022-09-10,2022-07-30,2022-08-27,14.88
Pwani,2022-09-17,2022-08-06,2022-09-03,14.93
Pwani,2022-09-24,2022-08-13,2022-09-10,15.27
Pwani,2022-10-01,2022-08-20,2022-09-17,17.11
Pwani,2022-10-08,2022-08-27,2022-09-24,18.87
Pwani,2022-10-15,2022-09-03,2022-10-01,21.68
Pwani,2022-10-22,2022-09-10,2022-10-08,22.67
Pwani,2022-10-29,2022-09-17,2022-10-15,22.81
Pwani,2022-11-05,2022-09-24,2022-10-22,22.21
Pwani,2022-11-12,2022-10-01,2022-10-29,20.88
Pwani,2022-11-19,2022-10-08,2022-11-05,22.08
Pwani,2022-11-26,2022-10-15,2022-11-12,31.77
Pwani,2022-12-03,2022-10-22,2022-11-19,33.3
Pwani,2022-12-10,2022-10-29,2022-11-26,54.43
Pwani,2022-12-17,2022-11-05,2022-12-03,73.2
Pwani,2022-12-24,2022-11-12,2022-12-10,61.41
Pwani,2022-12-31,2022-11-19,2022-12-17,72.79
Pwani,2023-01-07,2022-11-26,2022-12-24,88.54
Pwani,2023-01-14,2022-12-03,2022-12-31,148.61
Pwani,2023-01-21,2022-12-10,2023-01-07,156.75
Pwani,2023-01-28,2022-12-17,2023-01-14,207.2
Pwani,2023-02-04,2022-12-24,2023-01-21,195.1
Pwani,2023-02-11,2022-12-31,2023-01-28,151.47
Pwani,2023-02-18,2023-01-07,2023-02-04,149.28
Pwani,2023-02-25,2023-01-14,2023-02-11,151.88
Pwani,2023-03-04,2023-01-21,2023-02-18,127.48
Pwani,2023-03-11,2023-01-28,2023-02-25,86.26
Pwani,2023-03-18,2023-02-04,2023-03-04,77.04
Pwani,2023-03-25,2023-02-11,2023-03-11,4.92
Pwani,2023-04-01,2023-02-18,2023-03-18,1.42
Pwani,2023-04-08,2023-02-25,2023-03-25,71.75
Pwani,2023-04-15,2023-03-04,2023-04-01,113.84
Pwani,2023-04-22,2023-03-11,2023-04-08,151.1
Pwani,2023-04-29,2023-03-18,2023-04-15,181.83
Pwani,2023-05-06,2023-03-25,2023-04-22,213.8
Pwani,2023-05-13,2023-04-01,2023-04-29,244.34
Pwani,2023-05-20,2023-04-08,2023-05-06,235.15
Pwani,2023-05-27,2023-04-15,2023-05-13,218.41
Pwani,2023-06-03,2023-04-22,2023-05-20,145.68
Pwani,2023-06-10,2023-04-29,2023-05-27,87.75
Pwani,2023-06-17,2023-05-06,2023-06-03,74.76
Pwani,2023-06-24,2023-05-13,2023-06-10,99.38
Pwani,2023-07-01,2023-05-20,2023-06-17,72.02
Pwani,2023-07-08,2023-05-27,2023-06-24,59.35
Pwani,2023-07-15,2023-06-03,2023-07-01,46.87
Pwani,2023-07-22,2023-06-10,2023-07-08,11.68
Pwani,2023-07-29,2023-06-17,2023-07-15,12.31
Pwani,2023-08-05,2023-06-24,2023-07-22,14.21
Pwani,2023-08-12,2023-07-01,2023-07-29,16.24
Pwani,2023-08-19,2023-07-08,2023-08-05,14.65
Pwani,2023-08-26,2023-07-15,2023-08-12,17.66
Pwani,2023-09-02,2023-07-22,2023-08-19,16.88
Pwani,2023-09-09,2023-07-29,2023-08-26,14.9
Pwani,2023-09-16,2023-08-05,2023-09-02,14.99
Pwani,2023-09-23,2023-08-12,2023-09-09,13.54
Pwani,2023-09-30,2023-08-19,2023-09-16,16.25
Pwani,2023-10-07,2023-08-26,2023-09-23,17.84
Pwani,2023-10-14,2023-09-02,2023-09-30,23.13
Pwani,2023-10-21,2023-09-09,2023-10-07,25.46
Pwani,2023-10-28,2023-09-16,2023-10-14,23.13
Pwani,2023-11-04,2023-09-23,2023-10-21,24.14
Pwani,2023-11-11,2023-09-30,2023-10-28,37.44
Pwani,2023-11-18,2023-10-07,2023-11-04,172.09
Pwani,2023-11-25,2023-10-14,2023-11-11,263.94
Pwani,2023-12-02,2023-10-21,2023-11-18,330.07
Pwani,2023-12-09,2023-10-28,2023-11-25,391.1
Pwani,2023-12-16,2023-11-04,2023-12-02,271.24
Pwani,2023-12-23,2023-11-11,2023-12-09,286.99
Pwani,2023-12-30,2023-11-18,2023-12-16,245.99
Shinyanga,2022-01-01,2021-11-20,2021-12-18,168.9
Shinyanga,2022-01-08,2021-11-27,2021-12-25,255.51
Shinyanga,2022-01-15,2021-12-04,2022-01-01,348.91
Shinyanga,2022-01-22,2021-12-11,2022-01-08,368.19
Shinyanga,2022-01-29,2021-12-18,2022-01-15,310.54
Shinyanga,2022-02-05,2021-12-25,2022-01-22,304.94
Shinyanga,2022-02-12,2022-01-01,2022-01-29,237.0
Shinyanga,2022-02-19,2022-01-08,2022-02-05,239.87
Shinyanga,2022-02-26,2022-01-15,2022-02-12,272.69
Shinyanga,2022-03-05,2022-01-22,2022-02-19,236.0
Shinyanga,2022-03-12,2022-01-29,2022-02-26,268.32
Shinyanga,2022-03-19,2022-02-05,2022-03-05,219.76
Shinyanga,2022-03-26,2022-02-12,2022-03-12,197.67
Shinyanga,2022-04-02,2022-02-19,2022-03-19,159.42
Shinyanga,2022-04-09,2022-02-26,2022-03-26,103.07
Shinyanga,2022-04-16,2022-03-05,2022-04-02,118.98
Shinyanga,2022-04-23,2022-03-12,2022-04-09,87.82
Shinyanga,2022-04-30,2022-03-19,2022-04-16,59.96
Shinyanga,2022-05-07,2022-03-26,2022-04-23,63.81
Shinyanga,2022-05-14,2022-04-02,2022-04-30,112.7
Shinyanga,2022-05-21,2022-04-09,2022-05-07,137.0
Shinyanga,2022-05-28,2022-04-16,2022-05-14,135.43
Shinyanga,2022-06-04,2022-04-23,2022-05-21,109.82
Shinyanga,2022-06-11,2022-04-30,2022-05-28,37.57
Shinyanga,2022-06-18,2022-05-07,2022-06-04,21.8
Shinyanga,2022-06-25,2022-05-14,2022-06-11,22.97
Shinyanga,2022-07-02,2022-05-21,2022-06-18,21.5
Shinyanga,2022-07-09,2022-05-28,2022-06-25,14.24
Shinyanga,2022-07-16,2022-06-04,2022-07-02,1.83
Shinyanga,2022-07-23,2022-06-11,2022-07-09,0.04
Shinyanga,2022-07-30,2022-06-18,2022-07-16,0.02
Shinyanga,2022-08-06,2022-06-25,2022-07-23,0.01
Shinyanga,2022-08-13,2022-07-02,2022-07-30,0.01
Shinyanga,2022-08-20,2022-07-09,2022-08-06,0.18
Shinyanga,2022-08-27,2022-07-16,2022-08-13,0.18
Shinyanga,2022-09-03,2022-07-23,2022-08-20,0.19
Shinyanga,2022-09-10,2022-07-30,2022-08-27,0.23
Shinyanga,2022-09-17,2022-08-06,2022-09-03,1.3
Shinyanga,2022-09-24,2022-08-13,2022-09-10,4.88
Shinyanga,2022-10-01,2022-08-20,2022-09-17,4.92
Shinyanga,2022-10-08,2022-08-27,2022-09-24,4.88
Shinyanga,2022-10-15,2022-09-03,2022-10-01,3.64
Shinyanga,2022-10-22,2022-09-10,2022-10-08,1.28
Shinyanga,2022-10-29,2022-09-17,2022-10-15,1.25
Shinyanga,2022-11-05,2022-09-24,2022-10-22,10.74
Shinyanga,2022-11-12,2022-10-01,2022-10-29,10.79
Shinyanga,2022-11-19,2022-10-08,2022-11-05,10.82
Shinyanga,2022-11-26,2022-10-15,2022-11-12,35.78
Shinyanga,2022-12-03,2022-10-22,2022-11-19,75.5
Shinyanga,2022-12-10,2022-10-29,2022-11-26,100.71
Shinyanga,2022-12-17,2022-11-05,2022-12-03,141.97
Shinyanga,2022-12-24,2022-11-12,2022-12-10,151.45
Shinyanga,2022-12-31,2022-11-19,2022-12-17,130.16
Shinyanga,2023-01-07,2022-11-26,2022-12-24,137.94
Shinyanga,2023-01-14,2022-12-03,2022-12-31,144.96
Shinyanga,2023-01-21,2022-12-10,2023-01-07,111.4
Shinyanga,2023-01-28,2022-12-17,2023-01-14,115.57
Shinyanga,2023-02-04,2022-12-24,2023-01-21,113.88
Shinyanga,2023-02-11,2022-12-31,2023-01-28,99.66
Shinyanga,2023-02-18,2023-01-07,2023-02-04,110.48
Shinyanga,2023-02-25,2023-01-14,2023-02-11,100.2
Shinyanga,2023-03-04,2023-01-21,2023-02-18,74.74
Shinyanga,2023-03-11,2023-01-28,2023-02-25,55.24
Shinyanga,2023-03-18,2023-02-04,2023-03-04,117.68
Shinyanga,2023-03-25,2023-02-11,2023-03-11,110.54
Shinyanga,2023-04-01,2023-02-18,2023-03-18,159.33
Shinyanga,2023-04-08,2023-02-25,2023-03-25,217.97
Shinyanga,2023-04-15,2023-03-04,2023-04-01,218.97
Shinyanga,2023-04-22,2023-03-11,2023-04-08,251.08
Shinyanga,2023-04-29,2023-03-18,2023-04-15,236.23
Shinyanga,2023-05-06,2023-03-25,2023-04-22,171.71
Shinyanga,2023-05-13,2023-04-01,2023-04-29,140.33
Shinyanga,2023-05-20,2023-04-08,2023-05-06,194.38
Shinyanga,2023-05-27,2023-04-15,2023-05-13,155.21
Shinyanga,2023-06-03,2023-04-22,2023-05-20,146.68
Shinyanga,2023-06-10,2023-04-29,2023-05-27,105.15
Shinyanga,2023-06-17,2023-05-06,2023-06-03,9.37
Shinyanga,2023-06-24,2023-05-13,2023-06-10,9.83
Shinyanga,2023-07-01,2023-05-20,2023-06-17,10.3
Shinyanga,2023-07-08,2023-05-27,2023-06-24,8.06
Shinyanga,2023-07-15,2023-06-03,2023-07-01,3.01
Shinyanga,2023-07-22,2023-06-10,2023-07-08,1.9
Shinyanga,2023-07-29,2023-06-17,2023-07-15,0.01
Shinyanga,2023-08-05,2023-06-24,2023-07-22,0.01
Shinyanga,2023-08-12,2023-07-01,2023-07-29,0.01
Shinyanga,2023-08-19,2023-07-08,2023-08-05,0.0
Shinyanga,2023-08-26,2023-07-15,2023-08-12,0.0
Shinyanga,2023-09-02,2023-07-22,2023-08-19,0.0
Shinyanga,2023-09-09,2023-07-29,2023-08-26,0.0
Shinyanga,2023-09-16,2023-08-05,2023-09-02,0.0
Shinyanga,2023-09-23,2023-08-12,2023-09-09,1.31
Shinyanga,2023-09-30,2023-08-19,2023-09-16,4.31
Shinyanga,2023-10-07,2023-08-26,2023-09-23,19.83
Shinyanga,2023-10-14,2023-09-02,2023-09-30,32.94
Shinyanga,2023-10-21,2023-09-09,2023-10-07,33.28
Shinyanga,2023-10-28,2023-09-16,2023-10-14,44.11
Shinyanga,2023-11-04,2023-09-23,2023-10-21,64.6
Shinyanga,2023-11-11,2023-09-30,2023-10-28,58.25
Shinyanga,2023-11-18,2023-10-07,2023-11-04,114.8
Shinyanga,2023-11-25,2023-10-14,2023-11-11,134.88
Shinyanga,2023-12-02,2023-10-21,2023-11-18,117.71
Shinyanga,2023-12-09,2023-10-28,2023-11-25,149.77
Shinyanga,2023-12-16,2023-11-04,2023-12-02,185.14
Shinyanga,2023-12-23,2023-11-11,2023-12-09,251.39
Shinyanga,2023-12-30,2023-11-18,2023-12-16,306.13
Simiyu,2022-01-01,2021-11-20,2021-12-18,95.88
Simiyu,2022-01-08,2021-11-27,2021-12-25,122.75
Simiyu,2022-01-15,2021-12-04,2022-01-01,135.87
Simiyu,2022-01-22,2021-12-11,2022-01-08,140.95
Simiyu,2022-01-29,2021-12-18,2022-01-15,119.06
Simiyu,2022-02-05,2021-12-25,2022-01-22,180.52
Simiyu,2022-02-12,2022-01-01,2022-01-29,176.32
Simiyu,2022-02-19,2022-01-08,2022-02-05,202.08
Simiyu,2022-02-26,2022-01-15,2022-02-12,280.75
Simiyu,2022-03-05,2022-01-22,2022-02-19,247.65
Simiyu,2022-03-12,2022-01-29,2022-02-26,274.12
Simiyu,2022-03-19,2022-02-05,2022-03-05,221.45
Simiyu,2022-03-26,2022-02-12,2022-03-12,148.01
Simiyu,2022-04-02,2022-02-19,2022-03-19,100.15
Simiyu,2022-04-09,2022-02-26,2022-03-26,61.86
Simiyu,2022-04-16,2022-03-05,2022-04-02,73.33
Simiyu,2022-04-23,2022-03-12,2022-04-09,76.41
Simiyu,2022-04-30,2022-03-19,2022-04-16,51.18
Simiyu,2022-05-07,2022-03-26,2022-04-23,86.71
Simiyu,2022-05-14,2022-04-02,2022-04-30,139.85
Simiyu,2022-05-21,2022-04-09,2022-05-07,139.24
Simiyu,2022-05-28,2022-04-16,2022-05-14,152.26
Simiyu,2022-06-04,2022-04-23,2022-05-21,102.19
Simiyu,2022-06-11,2022-04-30,2022-05-28,62.94
Simiyu,2022-06-18,2022-05-07,2022-06-04,77.15
Simiyu,2022-06-25,2022-05-14,2022-06-11,66.13
Simiyu,2022-07-02,2022-05-21,2022-06-18,66.07
Simiyu,2022-07-09,2022-05-28,2022-06-25,37.2
Simiyu,2022-07-16,2022-06-04,2022-07-02,10.74
Simiyu,2022-07-23,2022-06-11,2022-07-09,3.59
Simiyu,2022-07-30,2022-06-18,2022-07-16,2.39
Simiyu,2022-08-06,2022-06-25,2022-07-23,1.36
Simiyu,2022-08-13,2022-07-02,2022-07-30,0.59
Simiyu,2022-08-20,2022-07-09,2022-08-06,1.19
Simiyu,2022-08-27,2022-07-16,2022-08-13,1.15
Simiyu,2022-09-03,2022-07-23,2022-08-20,1.73
Simiyu,2022-09-10,2022-07-30,2022-08-27,1.79
Simiyu,2022-09-17,2022-08-06,2022-09-03,10.83
Simiyu,2022-09-24,2022-08-13,2022-09-10,26.24
Simiyu,2022-10-01,2022-08-20,2022-09-17,27.77
Simiyu,2022-10-08,2022-08-27,2022-09-24,33.46
Simiyu,2022-10-15,2022-09-03,2022-10-01,24.55
Simiyu,2022-10-22,2022-09-10,2022-10-08,11.08
Simiyu,2022-10-29,2022-09-17,2022-10-15,9.06
Simiyu,2022-11-05,2022-09-24,2022-10-22,13.44
Simiyu,2022-11-12,2022-10-01,2022-10-29,12.5
Simiyu,2022-11-19,2022-10-08,2022-11-05,14.69
Simiyu,2022-11-26,2022-10-15,2022-11-12,33.81
Simiyu,2022-12-03,2022-10-22,2022-11-19,83.84
Simiyu,2022-12-10,2022-10-29,2022-11-26,122.57
Simiyu,2022-12-17,2022-11-05,2022-12-03,137.67
Simiyu,2022-12-24,2022-11-12,2022-12-10,134.82
Simiyu,2022-12-31,2022-11-19,2022-12-17,121.39
Simiyu,2023-01-07,2022-11-26,2022-12-24,129.18
Simiyu,2023-01-14,2022-12-03,2022-12-31,168.9
Simiyu,2023-01-21,2022-12-10,2023-01-07,153.38
Simiyu,2023-01-28,2022-12-17,2023-01-14,140.72
Simiyu,2023-02-04,2022-12-24,2023-01-21,114.53
Simiyu,2023-02-11,2022-12-31,2023-01-28,76.63
Simiyu,2023-02-18,2023-01-07,2023-02-04,83.71
Simiyu,2023-02-25,2023-01-14,2023-02-11,81.09
Simiyu,2023-03-04,2023-01-21,2023-02-18,61.87
Simiyu,2023-03-11,2023-01-28,2023-02-25,44.4
Simiyu,2023-03-18,2023-02-04,2023-03-04,76.46
Simiyu,2023-03-25,2023-02-11,2023-03-11,58.52
Simiyu,2023-04-01,2023-02-18,2023-03-18,124.93
Simiyu,2023-04-08,2023-02-25,2023-03-25,201.53
Simiyu,2023-04-15,2023-03-04,2023-04-01,251.6
Simiyu,2023-04-22,2023-03-11,2023-04-08,285.66
Simiyu,2023-04-29,2023-03-18,2023-04-15,244.91
Simiyu,2023-05-06,2023-03-25,2023-04-22,175.51
Simiyu,2023-05-13,2023-04-01,2023-04-29,133.3
Simiyu,2023-05-20,2023-04-08,2023-05-06,122.56
Simiyu,2023-05-27,2023-04-15,2023-05-13,97.6
Simiyu,2023-06-03,2023-04-22,2023-05-20,88.16
Simiyu,2023-06-10,2023-04-29,2023-05-27,43.21
Simiyu,2023-06-17,2023-05-06,2023-06-03,11.59
Simiyu,2023-06-24,2023-05-13,2023-06-10,12.41
Simiyu,2023-07-01,2023-05-20,2023-06-17,18.69
Simiyu,2023-07-08,2023-05-27,2023-06-24,17.18
Simiyu,2023-07-15,2023-06-03,2023-07-01,13.06
Simiyu,2023-07-22,2023-06-10,2023-07-08,10.77
Simiyu,2023-07-29,2023-06-17,2023-07-15,3.18
Simiyu,2023-08-05,2023-06-24,2023-07-22,1.82
Simiyu,2023-08-12,2023-07-01,2023-07-29,0.76
Simiyu,2023-08-19,2023-07-08,2023-08-05,0.44
Simiyu,2023-08-26,2023-07-15,2023-08-12,0.45
Simiyu,2023-09-02,2023-07-22,2023-08-19,0.75
Simiyu,2023-09-09,2023-07-29,2023-08-26,0.75
Simiyu,2023-09-16,2023-08-05,2023-09-02,1.12
Simiyu,2023-09-23,2023-08-12,2023-09-09,15.52
Simiyu,2023-09-30,2023-08-19,2023-09-16,37.9
Simiyu,2023-10-07,2023-08-26,2023-09-23,51.15
Simiyu,2023-10-14,2023-09-02,2023-09-30,55.44
Simiyu,2023-10-21,2023-09-09,2023-10-07,42.18
Simiyu,2023-10-28,2023-09-16,2023-10-14,23.57
Simiyu,2023-11-04,2023-09-23,2023-10-21,24.46
Simiyu,2023-11-11,2023-09-30,2023-10-28,23.34
Simiyu,2023-11-18,2023-10-07,2023-11-04,63.82
Simiyu,2023-11-25,2023-10-14,2023-11-11,119.02
Simiyu,2023-12-02,2023-10-21,2023-11-18,128.53
Simiyu,2023-12-09,2023-10-28,2023-11-25,137.86
Simiyu,2023-12-16,2023-11-04,2023-12-02,171.19
Simiyu,2023-12-23,2023-11-11,2023-12-09,188.98
Simiyu,2023-12-30,2023-11-18,2023-12-16,221.02
Tanga,2022-01-01,2021-11-20,2021-12-18,92.29
Tanga,2022-01-08,2021-11-27,2021-12-25,108.09
Tanga,2022-01-15,2021-12-04,2022-01-01,110.34
Tanga,2022-01-22,2021-12-11,2022-01-08,81.07
Tanga,2022-01-29,2021-12-18,2022-01-15,55.55
Tanga,2022-02-05,2021-12-25,2022-01-22,99.2
Tanga,2022-02-12,2022-01-01,2022-01-29,115.85
Tanga,2022-02-19,2022-01-08,2022-02-05,141.93
Tanga,2022-02-26,2022-01-15,2022-02-12,179.04
Tanga,2022-03-05,2022-01-22,2022-02-19,147.87
Tanga,2022-03-12,2022-01-29,2022-02-26,142.16
Tanga,2022-03-19,2022-02-05,2022-03-05,119.44
Tanga,2022-03-26,2022-02-12,2022-03-12,82.16
Tanga,2022-04-02,2022-02-19,2022-03-19,40.16
Tanga,2022-04-09,2022-02-26,2022-03-26,15.27
Tanga,2022-04-16,2022-03-05,2022-04-02,58.09
Tanga,2022-04-23,2022-03-12,2022-04-09,63.21
Tanga,2022-04-30,2022-03-19,2022-04-16,77.97
Tanga,2022-05-07,2022-03-26,2022-04-23,165.23
Tanga,2022-05-14,2022-04-02,2022-04-30,185.03
Tanga,2022-05-21,2022-04-09,2022-05-07,214.72
Tanga,2022-05-28,2022-04-16,2022-05-14,212.52
Tanga,2022-06-04,2022-04-23,2022-05-21,132.8
Tanga,2022-06-11,2022-04-30,2022-05-28,78.07
Tanga,2022-06-18,2022-05-07,2022-06-04,54.33
Tanga,2022-06-25,2022-05-14,2022-06-11,54.92
Tanga,2022-07-02,2022-05-21,2022-06-18,45.92
Tanga,2022-07-09,2022-05-28,2022-06-25,38.86
Tanga,2022-07-16,2022-06-04,2022-07-02,35.06
Tanga,2022-07-23,2022-06-11,2022-07-09,26.43
Tanga,2022-07-30,2022-06-18,2022-07-16,29.7
Tanga,2022-08-06,2022-06-25,2022-07-23,35.97
Tanga,2022-08-13,2022-07-02,2022-07-30,34.62
Tanga,2022-08-20,2022-07-09,2022-08-06,33.24
Tanga,2022-08-27,2022-07-16,2022-08-13,30.18
Tanga,2022-09-03,2022-07-23,2022-08-20,23.22
Tanga,2022-09-10,2022-07-30,2022-08-27,22.82
Tanga,2022-09-17,2022-08-06,2022-09-03,22.26
Tanga,2022-09-24,2022-08-13,2022-09-10,22.62
Tanga,2022-10-01,2022-08-20,2022-09-17,23.57
Tanga,2022-10-08,2022-08-27,2022-09-24,24.11
Tanga,2022-10-15,2022-09-03,2022-10-01,29.18
Tanga,2022-10-22,2022-09-10,2022-10-08,30.56
Tanga,2022-10-29,2022-09-17,2022-10-15,33.98
Tanga,2022-11-05,2022-09-24,2022-10-22,37.94
Tanga,2022-11-12,2022-10-01,2022-10-29,37.04
Tanga,2022-11-19,2022-10-08,2022-11-05,42.88
Tanga,2022-11-26,2022-10-15,2022-11-12,46.13
Tanga,2022-12-03,2022-10-22,2022-11-19,50.73
Tanga,2022-12-10,2022-10-29,2022-11-26,92.37
Tanga,2022-12-17,2022-11-05,2022-12-03,103.68
Tanga,2022-12-24,2022-11-12,2022-12-10,95.66
Tanga,2022-12-31,2022-11-19,2022-12-17,89.12
Tanga,2023-01-07,2022-11-26,2022-12-24,72.6
Tanga,2023-01-14,2022-12-03,2022-12-31,129.27
Tanga,2023-01-21,2022-12-10,2023-01-07,128.83
Tanga,2023-01-28,2022-12-17,2023-01-14,154.11
Tanga,2023-02-04,2022-12-24,2023-01-21,123.54
Tanga,2023-02-11,2022-12-31,2023-01-28,49.46
Tanga,2023-02-18,2023-01-07,2023-02-04,52.52
Tanga,2023-02-25,2023-01-14,2023-02-11,39.61
Tanga,2023-03-04,2023-01-21,2023-02-18,37.23
Tanga,2023-03-11,2023-01-28,2023-02-25,29.87
Tanga,2023-03-18,2023-02-04,2023-03-04,22.77
Tanga,2023-03-25,2023-02-11,2023-03-11,2.22
Tanga,2023-04-01,2023-02-18,2023-03-18,1.9
Tanga,2023-04-08,2023-02-25,2023-03-25,51.36
Tanga,2023-04-15,2023-03-04,2023-04-01,75.4
Tanga,2023-04-22,2023-03-11,2023-04-08,85.19
Tanga,2023-04-29,2023-03-18,2023-04-15,141.5
Tanga,2023-05-06,2023-03-25,2023-04-22,172.56
Tanga,2023-05-13,2023-04-01,2023-04-29,313.98
Tanga,2023-05-20,2023-04-08,2023-05-06,332.54
Tanga,2023-05-27,2023-04-15,2023-05-13,298.15
